Batches,Layer,Method,Kendall_Tau,Spearman,Top30_Overlap_Pct
10,layer2.0.conv1,Energy (Sigma^2),0.8558070866141733,0.9712621314777512,86.8421052631579
10,layer2.0.conv1,True Loss Increase,0.501968503937008,0.6584130653726423,89.47368421052632
10,layer2.0.conv2,Hessian Full,1.0,1.0,100.0
10,layer2.0.conv2,Hessian Diag,1.0,1.0,100.0
10,layer2.0.conv2,Fisher Full,1.0,1.0,100.0
10,layer2.0.conv2,Fisher Diag,0.9195374015748032,0.9904722120490752,97.36842105263158
10,layer2.0.conv2,Taylor 1st-order,0.9195374015748032,0.9904722120490752,97.36842105263158
10,layer2.0.conv2,Gradient Magnitude,0.7416338582677166,0.9128479216260758,78.94736842105263
10,layer2.0.conv2,Magnitude (Sigma),0.828740157480315,0.9610419337117743,92.10526315789474
10,layer2.0.conv2,Energy (Sigma^2),0.828740157480315,0.9610419337117743,92.10526315789474
10,layer2.0.conv2,True Loss Increase,0.548966535433071,0.7388527742171763,81.57894736842105
10,layer2.0.conv3,Hessian Full,1.0,1.0,100.0
10,layer2.0.conv3,Hessian Diag,1.0,1.0,100.0
10,layer2.0.conv3,Fisher Full,1.0,1.0,100.0
10,layer2.0.conv3,Fisher Diag,0.9355314960629922,0.9932304065189526,94.73684210526315
10,layer2.0.conv3,Taylor 1st-order,0.9355314960629922,0.9932304065189526,94.73684210526315
10,layer2.0.conv3,Gradient Magnitude,0.7876476377952757,0.9377174510162973,89.47368421052632
10,layer2.0.conv3,Magnitude (Sigma),0.8681102362204727,0.9770074162241346,92.10526315789474
10,layer2.0.conv3,Energy (Sigma^2),0.8681102362204727,0.9770074162241346,92.10526315789474
10,layer2.0.conv3,True Loss Increase,0.5150098425196852,0.6720151986815601,89.47368421052632
10,layer2.1.conv1,Hessian Full,1.0,1.0,100.0
10,layer2.1.conv1,Hessian Diag,1.0,1.0,100.0
10,layer2.1.conv1,Fisher Full,1.0,1.0,100.0
10,layer2.1.conv1,Fisher Diag,0.9424212598425199,0.994386330342428,100.0
10,layer2.1.conv1,Taylor 1st-order,0.9424212598425199,0.994386330342428,100.0
10,layer2.1.conv1,Gradient Magnitude,0.7945374015748032,0.9360751236037356,89.47368421052632
10,layer2.1.conv1,Magnitude (Sigma),0.9269192913385829,0.9909242812671669,94.73684210526315
10,layer2.1.conv1,Energy (Sigma^2),0.9269192913385829,0.9909242812671669,94.73684210526315
10,layer2.1.conv1,True Loss Increase,0.14468503937007876,0.21719350851492397,63.1578947368421
10,layer2.1.conv2,Hessian Full,1.0,1.0,100.0
10,layer2.1.conv2,Hessian Diag,1.0,1.0,100.0
10,layer2.1.conv2,Fisher Full,1.0,1.0,100.0
10,layer2.1.conv2,Fisher Diag,0.925196850393701,0.9918856436550083,97.36842105263158
10,layer2.1.conv2,Taylor 1st-order,0.925442913385827,0.9919199780260026,97.36842105263158
10,layer2.1.conv2,Gradient Magnitude,0.7015255905511811,0.8880985625343343,78.94736842105263
10,layer2.1.conv2,Magnitude (Sigma),0.8654035433070868,0.9759258835378136,94.73684210526315
10,layer2.1.conv2,Energy (Sigma^2),0.8654035433070868,0.9759258835378136,94.73684210526315
10,layer2.1.conv2,True Loss Increase,0.4247047244094489,0.5797988005859732,81.57894736842105
10,layer2.1.conv3,Hessian Full,1.0,1.0,100.0
10,layer2.1.conv3,Hessian Diag,1.0,1.0,100.0
10,layer2.1.conv3,Fisher Full,1.0,1.0,100.0
10,layer2.1.conv3,Fisher Diag,0.939468503937008,0.9943977751327595,92.10526315789474
10,layer2.1.conv3,Taylor 1st-order,0.939714566929134,0.9944664438747481,92.10526315789474
10,layer2.1.conv3,Gradient Magnitude,0.7728838582677167,0.9322811756088629,84.21052631578947
10,layer2.1.conv3,Magnitude (Sigma),0.8850885826771654,0.9812534334370995,89.47368421052632
10,layer2.1.conv3,Energy (Sigma^2),0.8850885826771654,0.9812534334370995,89.47368421052632
10,layer2.1.conv3,True Loss Increase,0.22416338582677167,0.325913294268449,68.42105263157895
10,layer3.0.conv1,Hessian Full,1.0,0.9999999999999998,100.0
10,layer3.0.conv1,Hessian Diag,1.0,0.9999999999999998,100.0
10,layer3.0.conv1,Fisher Full,1.0,0.9999999999999998,100.0
10,layer3.0.conv1,Fisher Diag,0.9205882352941177,0.990946154726482,94.73684210526315
10,layer3.0.conv1,Taylor 1st-order,0.9205882352941177,0.9909432936598762,94.73684210526315
10,layer3.0.conv1,Gradient Magnitude,0.6878676470588236,0.8715395399404896,78.94736842105263
10,layer3.0.conv1,Magnitude (Sigma),0.861764705882353,0.9732104028381781,90.78947368421053
10,layer3.0.conv1,Energy (Sigma^2),0.861764705882353,0.9732104028381781,90.78947368421053
10,layer3.0.conv1,True Loss Increase,0.43104214224025394,0.5976118315139128,77.63157894736842
10,layer3.0.conv2,Hessian Full,1.0,0.9999999999999998,100.0
10,layer3.0.conv2,Hessian Diag,1.0,0.9999999999999998,100.0
10,layer3.0.conv2,Fisher Full,1.0,0.9999999999999998,100.0
10,layer3.0.conv2,Fisher Diag,0.9454656862745099,0.995556048294804,94.73684210526315
10,layer3.0.conv2,Taylor 1st-order,0.9454656862745099,0.995556048294804,94.73684210526315
10,layer3.0.conv2,Gradient Magnitude,0.8183210784313726,0.9532837891966123,88.1578947368421
10,layer3.0.conv2,Magnitude (Sigma),0.8715073529411765,0.9774834058136871,93.42105263157895
10,layer3.0.conv2,Energy (Sigma^2),0.8715073529411765,0.9774834058136871,93.42105263157895
10,layer3.0.conv2,True Loss Increase,0.4796568627450981,0.6461554417486838,81.57894736842105
10,layer4.0.conv1,Hessian Full,1.0,1.0,100.0
10,layer4.0.conv1,Hessian Diag,1.0,1.0,100.0
10,layer4.0.conv1,Fisher Full,1.0,1.0,100.0
10,layer4.0.conv1,Fisher Diag,0.9191536203522506,0.9905430313798195,94.11764705882352
10,layer4.0.conv1,Taylor 1st-order,0.9190730456320406,0.9905342916038646,94.11764705882352
10,layer4.0.conv1,Gradient Magnitude,0.639952299412916,0.8260850828555406,79.73856209150327
10,layer4.0.conv1,Magnitude (Sigma),0.8680283757338553,0.9766646031459928,90.84967320261438
10,layer4.0.conv1,Energy (Sigma^2),0.8680283757338553,0.9766646031459928,90.84967320261438
10,layer4.0.conv1,True Loss Increase,0.3780118639921723,0.5245309513795906,73.20261437908496
10,layer4.0.conv2,Hessian Full,1.0,1.0,100.0
10,layer4.0.conv2,Hessian Diag,1.0,1.0,100.0
10,layer4.0.conv2,Fisher Full,1.0,1.0,100.0
10,layer4.0.conv2,Fisher Diag,0.9418572651663406,0.995310586683604,96.73202614379085
10,layer4.0.conv2,Taylor 1st-order,0.9418266878669277,0.9953090667593641,96.73202614379085
10,layer4.0.conv2,Gradient Magnitude,0.8086013943248533,0.9508148045627768,88.23529411764706
10,layer4.0.conv2,Magnitude (Sigma),0.8701840753424659,0.9779680722926036,96.73202614379085
10,layer4.0.conv2,Energy (Sigma^2),0.8701840753424659,0.9779680722926036,96.73202614379085
10,layer4.0.conv2,True Loss Increase,0.3822220863657082,0.5370881217284208,83.00653594771242
50,layer1.0.conv1,Hessian Full,1.0,0.9999999999999998,100.0
50,layer1.0.conv1,Hessian Diag,1.0,0.9999999999999998,100.0
50,layer1.0.conv1,Fisher Full,1.0,0.9999999999999998,100.0
